Bloco de Linhas,Bloco Pré-processado,Sentimento
"Rápido, sádico, ou simplesmente esquema tático Será instinto ou consciência Viver entre o sonho e a merda da sobrevivência","rápid , sádic , simples esquem tátic instint consci viv sonh merd sobreviv",Negativo
"O aprendizado foi duro E mesmo diante desse revés não parei de sonhar Fui persistente, porque o fraco não alcança a meta Através do rap corri atrás do preju","aprend dur di dess revé par sonh persist , porqu frac alcanç met através rap corr atrás preju",Neutro
"E pude realizar meu sonho Por isso que eu, Afro-X, nunca deixo de sonhar Conheci o paraíso e eu conheço o inferno","pud realiz sonh , afro-x , nunc deix sonh conhec paraís conheç infern",Neutro
"Vi Jesus de calça bege e o diabo vestido de terno No mundo moderno, as pessoas não se falam Ao contrário, se calam, se pisam, se traem, se matam Embaralho as cartas da inveja e da traição","vi jesu calç beg diab vest tern mund modern , pesso fal contr , cal , pis , tra , mat embaralh cart invej tra",Negativo
"Copa, ouro e uma espada na mão O que é bom é pra si e o que sobra é do outro Que nem o sol que aquece, mas também apodrece o esgoto É muito louco olhar as pessoas","cop , our esp mão bom pra si sobr outr sol aquec , apodrec esgot louc olh pesso",Negativo
"A atitude do mal influencia a minoria boa Morrer à toa, que mais? Matar à toa, que mais? Ser presa à toa , sonhando com uma fita boa A vida voa e o futuro pega","atitud mal influenc minor boa morr toa , ? mat toa , ? pres toa , sonh fit boa vid voa futur peg",Negativo
"Quem se firmô, falô Quem não ganhou, o jogo entrega Mais um queda em 15 milhões Na mais rica metrópole, suas várias contradições","firmô , falô ganh , jog entreg qued 15 milhã ric metrópol , vár contrad",Negativo
"É incontável, inaceitável, implacável, inevitável Ver o lado miserável se sujeitando com migalhas, favores Se esquivando entre noite de medo e horrores Qual é a fita, a treta, a cena?","incont , inaceit , implac , inevit ver lad miser sujeit migalh , favor esquiv noit med horr fit , tret , cen ?",Negativo
"A gente reza, foge, continua sempre os mesmo problema Mulher e dinheiro tá sempre envolvido Vaidade, ambição, munição pra criar inimigo Desde o povo antigo foi sempre assim","gent rez , fog , continu sempr problem mulh dinh tá sempr envolv vaidad , amb , mun pra cri inimig desd pov antig sempr assim",Negativo
"Quem não se lembra que Abel foi morto por Caim Enfim, quero vencer sem pilantrar com ninguém Quero dinheiro sem pisar na cabeça de alguém O certo é certo na guerra ou na paz","lembr abel mort caim enfim , quer venc pilantr ninguém quer dinh pis cabeç alguém cert cert guerr paz",Neutro
"Se for um sonho não me acorde nunca mais Roleta russa, quanto custa engatilhar? Eu pago o dobro pra você em mim acreditar","sonh acord nunc rolet russ , quant cust engatilh ? pag dobr pra mim acredit",Negativo
É isso ai você não pode parar Esperar o tempo ruim vir te abraçar Acreditar que sonhar sempre é preciso É o que mantém os irmãos vivos,ai pod par esper temp ruim vir abraç acredit sonh sempr precis mantém irm viv,Neutro
"Geralmente quando os problemas aparecem A gente está desprevenido né, não? Errado!","geral problem aparec gent despreven né , ? err !",Negativo
"É você que perdeu o controle da situação Perdeu a capacidade de controlar os desafios Principalmente quando a gente foge das lição Que a vida coloca na nossa frente assim, tá ligado?","perd control situ perd capac control desafi princip gent fog liç vid coloc frent assim , tá lig ?",Negativo
"Você se acha sempre incapaz de resolver Se acovarda, morô? O pensamento é a força criadora O amanha é ilusório","ach sempr incapaz resolv acovard , morô ? pens forç cri amanh ilusóri",Negativo
Porque ainda não existe O hoje é real É a realidade que você pode interferir As oportunidades de mudança,porqu aind exist hoj real real pod interfer oportun mudanç,Neutro
"Tá no presente Não espere o futuro mudar sua vida Porque o futuro será a consequência do presente Parasita hoje, um coitado amanhã","tá pres esper futur mud vid porqu futur consequ pres parasit hoj , coit amanhã",Negativo
"Corrida hoje, vitória amanhã Nunca esqueça disso, irmão Então, Cocão, aí, não leva a mal, não, mas, aí, vai fazer um tempo que eu tô querendo fazer essa pergunta pra você, aí","corr hoj , vitór amanhã nunc esqueç diss , irm ent , coc , aí , lev mal , , , aí , vai faz temp tô quer faz pergunt pra , aí",Neutro
"Fala aí Tem como você falar daquele acidente lá? Eu sei que é meio chato Não, é não É","fal aí fal daquel acid lá ? sei mei chat ,",Negativo
"É nada Embaçado Quer saber, a gente fala, né, mano? Aham","nad embaç qu sab , gent fal , né , man ? ah",Negativo
"Vamo lá Foi dia, ó, lembro até Eu lembro que nem hoje, ó Vixe, até arrepia, ó","vam lá dia , ó , lembr lembr hoj , ó vix , arrep , ó",Neutro
"Vixe Dia 14 de outubro de 94 Aham Eu tava morando no Hebron, tá ligado?","vix dia 14 outubr 94 ah tav mor hebron , tá lig ?",Neutro
"Só Aí o Opala tava O Opala tava na oficina do Di, lá, a gente ia fazer um barato a noite, tá ligado? Aham","aí opal tav opal tav oficin di , lá , gent ia faz barat noit , tá lig ? ah",Neutro
"A gente ia se trombar em Pinheiros, não sei se você se lembra disso aí Pode crer Porque você Cê ia com o Kleber direto pra Pinheiros, você ia direto","gent ia tromb pinh , sei lembr diss aí pod cr porqu cê ia kleb diret pra pinh , ia diret",Negativo
"E nóis, tava eu, ia eu, o Brown, o Blue, pra Zona Sul Naquela noite eu acordei e não sabia onde estava Pensei que era sonho, o pesadelo apenas começava","nóil , tav , ia , brown , blu , pra zon sul naquel noit acord sab ond pens sonh , pesadel apen começ",Negativo
"Aquela gente vestida de branco Parecia com o céu, mas o céu é lugar de santo Os caras me perguntando: E aí, mano, cê tá legal? Cheiro de éter no ar nunca é bom sinal","gent vest branc parec céu , céu lug sant car pergunt : aí , man , cê tá legal ? cheir éter ar nunc bom sinal",Negativo
"Dor de cabeça, tontura Aquela sala rodava estilo brisa de droga, loucura Sangue na roupa rasgada Fio de sutura me costura, porra, a gente não vale nada","dor cabeç , tont sal rod estil bris drog , louc sang roup rasg fio sutur costur , porr , gent val nad",Negativo
"Do que adianta você ter o que quer Sucesso, dinheiro, mulher, beijando seu pé? E num piscar de olhos, é foda Você é furado igual peneira ou sem valor numa cadeira de roda!","adiant ter qu sucess , dinh , mulh , beij pé ? pisc olh , fod fur igual pen val cade rod !",Neutro
"(O que que eu tô fazendo aqui?) (Não quero admitir) (Agora é tarde, tarde, tarde)","( tô faz aqu ? ) ( quer admit ) ( agor tard , tard , tard )",Negativo
"(Lamento) Meus parceiros me contaram Cena após cena, passo a passo, o que presenciaram!","( lament ) parc cont cen após cen , pass pass , presenci !",Negativo
"Mano, foi um arregaço, na Marginal Você capotou, teve até uma vítima fatal Da Zona Sul e tal, sentido ao Centro, 1h da manhã","man , arreg , marg capot , vítim fatal zon sul tal , sent centr , 1h manhã",Negativo
"Lembrei daquele momento Vários Opala, mó carreata E eu logo atrás da primeira Barca Diplomata","lembr daquel moment vári opal , mó carreat log atrás prim barc diplomat",Neutro
"Tô dirigindo, ali no volante Opala cinza escuro, 2Pac no alto-falante Por um instante tive um mal-pressentimento Mas não liguei, não dei conta, não tava atento!","tô dirig , ali vol opal cinz escur , 2pac alto-fal instant mal-pressent lig , dei cont , tav atent !",Negativo
"(Cadê o corpo, mano?) (Mano, pega o celular, que embaçou, mano) (Faz um esforço, mano, o barato foi louco)","( cad corp , man ? ) ( man , peg celul , embaç , man ) ( faz esforç , man , barat louc )",Negativo
"(Puta que o pariu! O cara subiu a uns dois metros do chão) (Meu Deus do céu! Chama a ambulância, caralho!) (Embaçou)","( put par ! car sub um doi metr chã ) ( deu céu ! cham ambulânc , caralh ! ) ( embaç )",Negativo
"Que merda, um cara novo morreu Fatalidade é uma imprudência, divergência, fudeu Ele deixou uma mulher que esperava um filho Um evangélico que nem conheceu o filho","merd , car nov morr fatal imprud , diverg , fud deix mulh esper filh evangél conhec filh",Negativo
"Um suspiro, perdi a calma Vi uma faca atravessando a minha alma Olhei no espelho e vi um homem chorar A mídia, a justiça, querendo me fuzilar","suspir , perd calm vi fac atravess alm olh espelh vi hom chor míd , justiç , quer fuzil",Negativo
"Virei notícia, primeira página Um paparazzi focalizou a minha lágrima Um repórter da Globo me insultou Me chamava de assassino, aquilo inflamou","vir notíc , prim págin paparazz focaliz lágr repórt glob insult cham assassin , inflam",Negativo
"Tumultuou, nunca vi tanto carniceiro Me crucificaram, me julgaram no país inteiro Pena de morte, se tiver sorte Cadeira elétrica, se fosse América do Norte","tumultu , nunc vi tant carnic crucific , julg país int pen mort , sort cade elétr , amér nort",Negativo
"Opinião pública influenciada Era um réu sem direito a mais nada Meu mundo tinha desabado Na lei de Deus fui julgado, na lei do homem condenado!","opin públic influenci réu direit nad mund desab lei deu julg , lei hom conden !",Negativo
"(Então, Kleber, o cara morreu, mano) É, então, agora é daqui pra frente, Cocão Não tem mais jeito, tá ligado?","( ent , kleb , car morr , man ) , ent , agor daqu pra frent , coc jeit , tá lig ?",Negativo
"Não se abala, não, tem que ficar firme (É) Nóis tá junto aí!","abal , , fic firm ( ) nóil tá junt aí !",Neutro
Dois anos e pouco de audiência Pra mim já era o início da minha penitência Aquele prédio no Fórum é mó tortura Ali na frente sempre para várias viatura,doi ano pouc audi pra mim iníci penit prédi fórum mó tort ali frent sempr vár viat,Negativo
"O movimento é intenso o tempo inteiro Parece o trânsito, o tráfego, um formigueiro Advogado pra cima, pra baixo Ganhando dinheiro com mais um réu, eu acho","mov intens temp int parec trânsit , tráfeg , formigu advog pra cim , pra baix ganh dinh réu , ach",Negativo
"Registrei um cara algemado entrando De cabeça baixa, me parecia um cara branco Esperando a vez de ser solicitado Julgado, talvez até se, pá, libertado","registr car algem entr cabeç baix , parec car branc esper vez solicit julg , talv , pá , libert",Negativo
"Escoltado, vários gambé Esse daí não deve ser um preso qualquer Com a mão pra trás olhando pra parede Fui beber água, me deu mó sede","escolt , vári gambé daí dev pres qualqu mão pra trá olh pra pared beb águ , deu mó sed",Negativo
"Uma ligação com urgência Meu advogado, com o resultado da sentença O celular tava falhando!","lig urg advog , result sentenç celul tav falh !",Negativo
"(Hã? Alô?) (Não dá pra escutar, mas eu tô indo pra aí, falou? Tô chegando) É, irmão, fui de metrô","( hã ? alô ? ) ( dá pra escut , tô ind pra aí , fal ? tô cheg ) , irm , metrô",Neutro
"Aquele frio na espinha que eu tinha então voltou A cada estação ele aumentava Eu não sabia se descia ou s'eu continuava A procura de uma distração, olhava o vagão lotado, a movimentação","fri esp ent volt cad estaçã aument sab desc s'eu continu proc distr , olh vag lot , moviment",Negativo
"Aquele povo indo pra algum lugar Trabalhar, estudar, passear, roubar, sei lá Vi uma mina bonita, discreta Pinta de modelo, corpo de atleta","pov ind pra algum lug trabalh , estud , pass , roub , sei lá vi min bonit , discret pint model , corp atlet",Neutro
"Eu vi um cara lendo, concentrado Naipe de estudante, daqueles filho dedicado Vi uma tia crente, em pé, cansada De cor escura, com a pele enrugada","vi car lend , concentr naip estud , daquel filh dedic vi tia crent , pé , cans cor escur , pel enrug",Negativo
"Ela me fez lembrar Parece a mãe da vítima, como será que ela deve tá? Cheguei no prédio da Ipiranga com a São João Respirei fundo, subi a manga do meu camisão","fez lembr parec mãe vítim , dev tá ? cheg prédi ipirang joã resp fund , sub mang camis",Neutro
"Decisão, eu tô trêmulo Mó responsa, não, não entendo Muita calma, sempre é preciso Proibido fumar, li o aviso","decis , tô trêmul mó respons , , ent muit calm , sempr precis proib fum , li avis",Negativo
Um porteiro tiozinho lembra meu pai (Que andar?) (Qual andar que cê vai?),port tio lembr pai ( and ? ) ( and cê vai ? ),Neutro
"No décimo, me sinto péssimo A balança fez questão de mais um acréscimo Elevador quebrado","déc , sint péss balanç fez quest acrésc elev quebr",Negativo
"Tem dia que é melhor não acordar, que dá tudo errado Fui pela escada contando cada degrau Cada passada chegava o juízo final Tive a sensação de alguém me olhando","dia melhor acord , dá tud err esc cont cad degrau cad pass cheg juíz final sens alguém olh",Negativo
"Parecia me seguir, tava ali me gorando Senti um calafrio Recordei daquela cena que você não viu Do capote, de um grito forte, dos holofote","parec segu , tav ali gor sent calafri record daquel cen viu capot , grit fort , holofot",Negativo
"Um vacilo seu (já era), resulta em morte Daquela Kombi velha, partida ao meio Daquela hora que eu tentei pisar no freio Andar por andar, onde eu tô não importa","vacil ( ) , result mort daquel komb velh , part mei daquel hor tent pis frei and and , ond tô import",Negativo
"Lembra da vítima? Cheguei na porta Então, Smurf, é isso aí, mano. Deu pr'ocê entender?","lembr vítim ? cheg port ent , smurf , aí , man . deu pr'oc entend ?",Negativo
"É embaçado, hein, Cocão? E então Que fita, hein? É o seguinte, aí, passou, aí, eu acho que uns 3 anos, tá ligado?","embaç , hein , coc ? ent fit , hein ? seguint , aí , pass , aí , ach um 3 ano , tá lig ?",Negativo
"3, 4 anos, aí, de corre pra lá e pra cá Pode crê Tentando se ajus... Se acertar, aí, com a justiça, tá ligado? Pagando o que eu devia. Graças a Deus, aí, ó. Hoje tô firmão, não devo mais nada pra ninguém Aham","3 , 4 ano , aí , corr pra lá pra cá pod crê tent aju ... acert , aí , justiç , tá lig ? pag dev . graç deu , aí , ó . hoj tô firm , dev nad pra ninguém ah",Neutro
